"","id_order","sku","name_en"
"1",384826,"POL0007","ZIP Polaroid Mobile Printer Bluetooth White"
"2",389234,"POL0007","ZIP Polaroid Mobile Printer Bluetooth White"
"3",391759,"POL0008","ZIP Polaroid Mobile Printer Bluetooth Black"
"4",393609,"POL0008","ZIP Polaroid Mobile Printer Bluetooth Black"
"5",396032,"POL0008","ZIP Polaroid Mobile Printer Bluetooth Black"
"6",423780,"POL0008","ZIP Polaroid Mobile Printer Bluetooth Black"
"7",429106,"POL0007","ZIP Polaroid Mobile Printer Bluetooth White"
"8",432496,"PRY0004","Prynt Graphite iPhone Mobile Printer Pocket"
"9",437721,"PRY0006","Prynt Pocket Portable Printer iPhone Green"
"10",442755,"PRY0006","Prynt Pocket Portable Printer iPhone Green"
"11",439025,"PRY0006","Prynt Pocket Portable Printer iPhone Green"
"12",447014,"PRY0006","Prynt Pocket Portable Printer iPhone Green"
"13",447850,"PRY0005","Prynt iPhone Mobile Printer Pocket Gray"
"14",448467,"POL0007","ZIP Polaroid Mobile Printer Bluetooth White"
"15",460778,"PRY0004","Prynt Graphite iPhone Mobile Printer Pocket"
"16",462462,"PRY0005","Prynt iPhone Mobile Printer Pocket Gray"
"17",463455,"PRY0004","Prynt Graphite iPhone Mobile Printer Pocket"
"18",464622,"POL0008","ZIP Polaroid Mobile Printer Bluetooth Black"
"19",467473,"PRY0004","Prynt Graphite iPhone Mobile Printer Pocket"
"20",469911,"PRY0004","Prynt Graphite iPhone Mobile Printer Pocket"
"21",470763,"PRY0004","Prynt Graphite iPhone Mobile Printer Pocket"
"22",470885,"PRY0006","Prynt Pocket Portable Printer iPhone Green"
"23",471000,"PRY0006","Prynt Pocket Portable Printer iPhone Green"
"24",472223,"PRY0006","Prynt Pocket Portable Printer iPhone Green"
"25",475514,"PRY0006","Prynt Pocket Portable Printer iPhone Green"
"26",477681,"PRY0005","Prynt iPhone Mobile Printer Pocket Gray"
"27",478644,"PRY0004","Prynt Graphite iPhone Mobile Printer Pocket"
"28",480633,"PRY0005","Prynt iPhone Mobile Printer Pocket Gray"
"29",482740,"POL0007","ZIP Polaroid Mobile Printer Bluetooth White"
"30",507371,"POL0008","ZIP Polaroid Mobile Printer Bluetooth Black"
"31",515657,"PRY0004-A","Open - Prynt Graphite iPhone Pocket Portable Printer"
"32",523222,"PRY0005-A","Open - Prynt Pocket Portable Printer iPhone Gray"
