"","id_order","sku","name_en"
"1",299664,"APP0952","Apple MacBook Pro Retina 13 i5 27 Ghz | 8GB RAM | 128GB Flash"
"2",299744,"APP1804","Apple MacBook Pro 13 Core i5 2GHz | 8GB RAM | 256GB PCIe SSD Gray Space"
"3",300419,"APP1804","Apple MacBook Pro 13 Core i5 2GHz | 8GB RAM | 256GB PCIe SSD Gray Space"
"4",300585,"APP1870","Apple MacBook Pro 15 Core i7 Touch Bar 29GHz | 16GB RAM | 1TB PCIe SSD | 460 4GB Radeon Pro Space Gray"
"5",300716,"APP1841","Apple MacBook Pro 13 with Touch Bar GHz Core i5 29 | RAM 16GB | 256GB PCIe SSD Plata"
"6",300798,"APP1567","Apple MacBook Retina 12 Core m3 11GHz | 8GB RAM | 256GB Silver"
"7",301211,"PAC1234","Apple MacBook Pro 133 i5 25GHz | RAM 16GB | 525GB SSD"
"8",301406,"PAC1234","Apple MacBook Pro 133 i5 25GHz | RAM 16GB | 525GB SSD"
"9",301543,"PAC1234","Apple MacBook Pro 133 i5 25GHz | RAM 16GB | 525GB SSD"
"10",301760,"APP1570","Apple MacBook Retina 12 Core m3 11GHz | 8GB RAM | 256GB Rose Gold Flash"
"11",302240,"APP1934","Apple MacBook Pro Retina 13 i5 27 Ghz | RAM 16GB | 256GB Flash (MF839Y / A)"
"12",302251,"PAC1234","Apple MacBook Pro 133 i5 25GHz | RAM 16GB | 525GB SSD"
"13",302352,"APP1934","Apple MacBook Pro Retina 13 i5 27 Ghz | RAM 16GB | 256GB Flash (MF839Y / A)"
"14",302398,"APP1804","Apple MacBook Pro 13 Core i5 2GHz | 8GB RAM | 256GB PCIe SSD Gray Space"
"15",302586,"APP0953","Apple MacBook Pro Retina 13 i5 27 Ghz | RAM 16GB | 128GB Flash"
"16",302841,"APP1804","Apple MacBook Pro 13 Core i5 2GHz | 8GB RAM | 256GB PCIe SSD Gray Space"
"17",303210,"APP1934","Apple MacBook Pro Retina 13 i5 27 Ghz | RAM 16GB | 256GB Flash (MF839Y / A)"
