"","id_order","sku","name_en"
"1",299549,"PAC0923","Apple iMac 27 Core i5 3.2GHz Retina 5K | 32GB | 2TB Drive Fusion"
"2",299600,"PAC0486","Apple Mac Pro Quad-Core 37GHz | 64 GB RAM | 1TB Flash"
"3",298391,"PAC1588","Apple iMac 27 Core i5 3.2GHz Retina 5K | 32GB RAM | 1TB SSD | AMD Radeon R9 M390"
"4",299901,"APP1192","Apple iMac 27 Core i5 3.2GHz Retina 5K | 8GB | 1TB HDD"
"5",300253,"APP1261","Apple iMac 21.5 Core i7 33GHz 4K Retina Display | 8GB | 1TB Fusion Drive"
"6",300704,"APP0893","Apple Mac mini Core i5 14GHz | 4GB RAM | 500GB HDD"
"7",300950,"PAC0588","Apple Mac mini Core i5 14GHz | 8GB RAM | 500GB SSD"
"8",301331,"PAC1027","Apple iMac 27 Core i7 Retina 5K 4GHz | 16GB | 2TB Fusion"
"9",301370,"PAC1192","Apple iMac 27 Core i5 3.2GHz Retina 5K | 8GB | 500GB SSD"
"10",301362,"PAC1584","Apple iMac 27 Core i5 3.2GHz Retina 5K | RAM 16GB | 512GB SSD | AMD Radeon R9 M390"
"11",301398,"PAC1622","Apple iMac 27 Core i7 Retina 5K 4GHz | 32GB RAM | 2TB SSD | Radeon R9 M395X 4GB"
"12",301500,"APP1261","Apple iMac 21.5 Core i7 33GHz 4K Retina Display | 8GB | 1TB Fusion Drive"
"13",302315,"PAC1048","Apple iMac 27 Core i5 3.3GHz Retina 5K | 32GB | 2TB Fusion | R9 M395X 4GB"
"14",302360,"APP1236","Apple iMac 21.5 Core i5 2.8GHz | 16GB | 1TB Fusion"
"15",302377,"PAC1578","Apple iMac 21.5 Core i7 3.3GHz 4K Retina | 16GB RAM | 1TB SSD"
"16",302568,"PAC1030","Apple iMac 27 Core i5 3.3GHz Retina 5K | 16GB | 3TB Fusion"
"17",303024,"PAC0921","Apple iMac 27 Core i5 3.2GHz Retina 5K | 32GB | 1TB Fusion Drive"
"18",303185,"PAC1190","Apple iMac 27 Core i5 3.2GHz Retina 5K | 16GB | 500GB SSD"
"19",303319,"APP1236","Apple iMac 21.5 Core i5 2.8GHz | 16GB | 1TB Fusion"
